"","V1","V2"
"republican",13.6581941070523,-0.120649494197811
"republican",13.8828959586062,1.86360048733109
"democrat",6.32101878238956,8.86180350051427
"democrat",0.331583347309156,9.82519248737789
"democrat",3.54913564029475,9.21656702498889
"democrat",4.93241570237547,5.54971426411126
"democrat",8.22047099351949,2.63725033725401
"republican",11.3502813111414,2.85881870119065
"republican",13.5734104072318,1.02027871666242
"democrat",-11.2799633912233,2.67944545241308
"republican",9.51644365139458,3.13308532336938
"republican",11.2309138883677,6.44289310325666
"democrat",-8.70369648845657,2.24689885253244
"democrat",-8.69118490377671,6.86723764679749
"republican",9.62854947241145,3.49070243370154
"republican",11.3351729870661,2.84332775244095
"democrat",-3.32808993108343,0.55981683950681
"democrat",-11.9285054315387,-3.07566062152448
"republican",11.6597668625158,3.70214047185932
"democrat",-13.5262724195336,4.84886147880475
"democrat",-11.2287773660929,6.59578893849911
"democrat",-13.0974194453855,2.10810884740741
"democrat",-13.5503452463728,-3.56921415112412
"democrat",-13.0974194453855,2.10810884740741
"democrat",-13.2408596949984,-2.72589238045545
"democrat",-13.4655615465523,-4.71014236198435
"democrat",-13.9791982205209,-0.828461519726777
"democrat",-13.5262724195336,4.84886147880475
"republican",2.39243915702363,-9.41180692650561
"democrat",-13.5262724195336,4.84886147880475
"republican",13.8828959586062,1.86360048733109
"democrat",-13.2167868681592,5.69218324947343
"democrat",-11.3907959307309,1.46073416614683
"republican",13.5734104072318,1.02027871666242
"democrat",-13.0974194453855,2.10810884740741
"republican",13.8828959586062,1.86360048733109
"republican",10.6290014032983,-5.3654258928487
"republican",10.3958542232088,3.78491883067094
"republican",13.9676796584267,0.722672276470861
"democrat",-12.2725747058663,-1.47583620098736
"democrat",-11.2799633912233,2.67944545241308
"democrat",-12.7879338940111,2.95143061807609
"democrat",-12.042374743585,-3.84119931678712
"democrat",-13.5503452463728,-3.56921415112412
"democrat",-11.7088163653714,5.42019808381042
"democrat",-10.9192918147185,7.43911070916778
"democrat",-11.5894489425977,1.83612368174441
"democrat",-9.43539413876981,-1.25095008642409
"democrat",-6.65944721779633,1.46239566546868
"republican",13.4299701576189,-3.81372251120044
"democrat",-13.5262724195336,4.84886147880475
"republican",13.5734104072318,1.02027871666242
"democrat",-11.2799633912233,2.67944545241308
"republican",13.0132525704941,1.64877240595115
"democrat",-0.0179556071816462,6.10073434359715
"republican",13.5388266842785,3.4634249078682
"republican",13.2293411329041,2.62010313719953
"republican",13.6581941070523,-0.120649494197811
"republican",13.6581941070523,-0.120649494197811
"republican",13.9676796584267,0.722672276470861
"democrat",-12.7031501941906,1.81050240721586
"republican",13.8828959586062,1.86360048733109
"democrat",-11.2799633912233,2.67944545241308
"democrat",-12.0183019167458,4.57687631314175
"democrat",-12.0183019167458,4.57687631314175
"republican",10.2245765931224,-0.377370265958045
"republican",10.7501507069068,1.43728223595901
"republican",13.9676796584267,0.722672276470861
"democrat",-11.9285054315387,-3.07566062152448
"democrat",-13.0974194453855,2.10810884740741
"democrat",-11.6190198801643,-2.2323388508558
"republican",-6.49950466480504,-0.286119357871097
"democrat",-13.2167868681592,5.69218324947343
"republican",1.08409890608476,-6.85556568593078
"democrat",-9.11858463821857,-3.52099005806716
"democrat",9.20730936296974,6.11946330547152
"democrat",8.6289315783004,5.88233530512582
"democrat",5.88506448369548,0.64954303674852
"democrat",5.14188984290307,7.80365364846566
"republican",11.3714306463181,-5.52370587055061
"democrat",-4.64914651381789,-7.52894606898706
"democrat",-5.2333131970209,-4.45364289705397
"republican",13.205268306065,-5.79797249272934
"republican",13.4299701576189,-3.81372251120044
"republican",13.5147538574394,-4.95465072206067
"democrat",7.86652022593871,-0.638309464074387
"republican",13.5147538574394,-4.95465072206067
"republican",13.4299701576189,-3.81372251120044
